baseline_trace_path,experiment,iter,plan_id,exp_date,trace_path,best_speedup
/home/ubuntu/AccelOpt/experiments/flb_optimize/traces/gemm/gpt-o3_triton_4c9c32_gemm_n28672_k4096_32cd269.json,"TopK=8, ExpN=16, B=2, N=4, K=2, T=16, gpt-oss-120b, gpt-oss-120b",3,"('/home/ubuntu/AccelOpt/experiments/flb_interface/checkpoints/solutions/gemm/gemm_n28672_k4096/66765884027648f58531193764175476.json', 'plan_1_0')",eval-0-12-21-17-05-12-22-12-58,/home/ubuntu/AccelOpt/experiments/flb_interface/checkpoints/traces/gemm/gemm_n28672_k4096_32cd269_c4d2fd6abce148dfb9a6c9ac4d233e50.json,1.1556430107155624
/home/ubuntu/AccelOpt/experiments/flb_optimize/traces/gqa_paged/gemini-2.5-pro_triton_3j61np_gqa_paged_prefill_causal_h32_kv8_d128_ps1_25f2945.json,"TopK=8, ExpN=16, B=2, N=4, K=2, T=16, gpt-oss-120b, gpt-oss-120b",6,"('/home/ubuntu/AccelOpt/experiments/flb_interface/checkpoints/solutions/gqa_paged/gqa_paged_prefill_causal_h32_kv8_d128_ps1/e79ef19352724293bb9c220c8fd0bcdb.json', 'plan_1_1')",eval-2-12-21-17-05-12-22-21-25,/home/ubuntu/AccelOpt/experiments/flb_interface/checkpoints/traces/gqa_paged/gqa_paged_prefill_causal_h32_kv8_d128_ps1_25f2945_e1b62bdfc932440ba1575d295bd8e01d.json,1.036940250007429
/home/ubuntu/AccelOpt/experiments/flb_optimize/traces/gqa_paged/gpt-5_triton_f88811_gqa_paged_decode_h32_kv4_d128_ps1_7a7fc28.json,"TopK=8, ExpN=16, B=2, N=4, K=2, T=16, gpt-oss-120b, gpt-oss-120b",7,"('/home/ubuntu/AccelOpt/experiments/flb_interface/checkpoints/solutions/gqa_paged/gqa_paged_decode_h32_kv4_d128_ps1/6e89b724a91741b3a4d754f4cc29369d.json', 'plan_3_1')",eval-1-12-21-17-05-12-22-21-31,/home/ubuntu/AccelOpt/experiments/flb_interface/checkpoints/traces/gqa_paged/gqa_paged_decode_h32_kv4_d128_ps1_7a7fc28_54fc7efa3d6045c3a2acbb497d086e73.json,1.7015725092502805
/home/ubuntu/AccelOpt/experiments/flb_optimize/traces/gqa_ragged/claude-opus-4-1_triton_28277f_gqa_ragged_prefill_causal_h32_kv4_d128_007ddab.json,"TopK=8, ExpN=16, B=2, N=4, K=2, T=16, gpt-oss-120b, gpt-oss-120b",14,"('/home/ubuntu/AccelOpt/experiments/flb_interface/checkpoints/solutions/gqa_ragged/gqa_ragged_prefill_causal_h32_kv4_d128/9f065e5cdf5d4d15914cf79afba5329b.json', 'plan_2_1')",eval-3-12-21-17-05-12-22-22-40,/home/ubuntu/AccelOpt/experiments/flb_interface/checkpoints/traces/gqa_ragged/gqa_ragged_prefill_causal_h32_kv4_d128_007ddab_40724a7193cf42eda2d03426dfaf4b50.json,3.494571258751035
/home/ubuntu/AccelOpt/experiments/flb_optimize/traces/mla_paged/gpt-5_triton_88089a_mla_paged_prefill_causal_h16_ckv512_kpe64_ps1_733a7bb.json,"TopK=8, ExpN=16, B=2, N=4, K=2, T=16, gpt-oss-120b, gpt-oss-120b",10,"('/home/ubuntu/AccelOpt/experiments/flb_interface/checkpoints/solutions/mla_paged/mla_paged_prefill_causal_h16_ckv512_kpe64_ps1/777908358e1349bf96887e38fecb0930.json', 'plan_1_0')",eval-5-12-21-17-05-12-22-21-57,/home/ubuntu/AccelOpt/experiments/flb_interface/checkpoints/traces/mla_paged/mla_paged_prefill_causal_h16_ckv512_kpe64_ps1_733a7bb_0ef390ece99346faa62f4db7af2df445.json,1.1277473157554014
/home/ubuntu/AccelOpt/experiments/flb_optimize/traces/mla_paged/gpt-o3_triton_4c17a1_mla_paged_decode_h16_ckv512_kpe64_ps1_939f995.json,"TopK=8, ExpN=16, B=2, N=4, K=2, T=16, gpt-oss-120b, gpt-oss-120b",9,"('/home/ubuntu/AccelOpt/experiments/flb_interface/checkpoints/solutions/mla_paged/mla_paged_decode_h16_ckv512_kpe64_ps1/4695964e19774e24936efe2740e28005.json', 'plan_1_0')",eval-4-12-21-17-05-12-22-21-41,/home/ubuntu/AccelOpt/experiments/flb_interface/checkpoints/traces/mla_paged/mla_paged_decode_h16_ckv512_kpe64_ps1_939f995_66c9d248cd3d40e6a9c658da8dccadac.json,1.764464663108877
/home/ubuntu/AccelOpt/experiments/flb_optimize/traces/moe/gpt-o3_triton_c1adb5_moe_fp8_block_scale_ds_routing_topk8_ng8_kg4_e32_h7168_i2048_5e8dc11.json,"TopK=8, ExpN=16, B=2, N=4, K=2, T=16, gpt-oss-120b, gpt-oss-120b",6,"('/home/ubuntu/AccelOpt/experiments/flb_interface/checkpoints/solutions/moe/moe_fp8_block_scale_ds_routing_topk8_ng8_kg4_e32_h7168_i2048/c88e46a937744312ba5c6c8f41495926.json', 'plan_0_1')",eval-6-12-21-17-05-12-22-21-28,/home/ubuntu/AccelOpt/experiments/flb_interface/checkpoints/traces/moe/moe_fp8_block_scale_ds_routing_topk8_ng8_kg4_e32_h7168_i2048_5e8dc11_0f6af81f89be4179b2df2b8d55ed2f0d.json,1.059944690325676
/home/ubuntu/AccelOpt/experiments/flb_optimize/traces/rmsnorm/gemini-2.5-pro_triton_05pwmx_fused_add_rmsnorm_h7168_d9c2779.json,"TopK=8, ExpN=16, B=2, N=4, K=2, T=16, gpt-oss-120b, gpt-oss-120b",2,"('/home/ubuntu/AccelOpt/experiments/flb_optimize/solutions/rmsnorm/fused_add_rmsnorm_h7168/gemini-2.5-pro_triton_05pwmx.json', 'plan_1_1')",eval-7-12-21-17-05-12-22-15-04,/home/ubuntu/AccelOpt/experiments/flb_interface/checkpoints/traces/rmsnorm/fused_add_rmsnorm_h7168_d9c2779_2417ae9431fb45cba3bbade8aeb0610e.json,1.0016526577804468
/home/ubuntu/AccelOpt/experiments/flb_optimize/traces/rmsnorm/gpt-o3_triton_35b90e_rmsnorm_h128_f2872f8.json,"TopK=8, ExpN=16, B=2, N=4, K=2, T=16, gpt-oss-120b, gpt-oss-120b",5,"('/home/ubuntu/AccelOpt/experiments/flb_interface/checkpoints/solutions/rmsnorm/rmsnorm_h128/9dcbd60b2b944e948687b2089fe98b6a.json', 'plan_1_0')",eval-8-12-21-17-05-12-22-21-07,/home/ubuntu/AccelOpt/experiments/flb_interface/checkpoints/traces/rmsnorm/rmsnorm_h128_f2872f8_e6522f9119574218bd90ee1dc7fce713.json,2.084721970042927
